word,synonyms,sentence
nitpick,,
nocturnal,,"When there is a full moon, this
nocturnal rodent is careful to stay in its burrow.
月圆之夜，这种夜间活动的啮齿类动物会小心地呆在地洞里不出来 。"
noisome,malodorous,"Noisome vapors arise from the mud
left in the docks.
难闻的蒸汽由船坞中余留的泥浆散发
出来。"
nomad,,
nominal,,"As he was still not allowed to run a
company, his wife became its nominal head.
因为他仍未获准经营公司 ，他妻子成
了名义上的老板。"
nonchalant,insouciant,"Denis tried to look nonchalant and
uninterested.
丹尼斯竭力表现出漠不关心 、不感兴
趣的样子。"
nondescript,unexceptional,"She lived in a nondescript suburban
apartment block.
她住在一个毫无特征的市郊公寓楼里
。"
nonentity,,"Amidst the current bunch of
nonentities, he is a towering figure.
在目前这帮无足轻重的人里面 ，他算
是鹤立鸡群了。"
nonplus,,"The professor is never at a nonplus,
and never perplexed by a problem.
那位教授从未感到困惑 ，也没有被任
何问题所难倒。"
nostalgia,,"There's been a big run on nostalgia toys this year.
今年对怀旧玩具的需求猛增 。"
notch,,
notoriety,,
nourish,,
novel,original/unexampled/unprecedented,"Protesters found a novel way of demonstrating against steeply rising oil prices.
抗议者们找到一种新奇的示威方式来
反对石油价格的飙升 。"
novice,tyro,"In fact, in the world of complex
software, everyone is effectively a novice.
事实上，在复杂的软件世界里 ，每个
人实际上都是新手。"
noxious,,"Many household products give off
noxious fumes.
很多家用产品散发有害气体 。"
nuance,subtlety,"We can use our eyes and facial
expressions to communicate virtually every subtle nuance of emotion.
我们可以用眼睛和面部表情来如实地
传达情感上的每一丝细微差别 。"
nudge,,
nugatory,,"He believed all of their conclusion comes from a nugatory and pointless observation.
他相信他们的结论来自毫无价值和毫
无意义的观察。"
nullification,,
numb,,
numinous,occult,"They led me to a numinous place on that day.
那天他们领着我去了一个神秘的地方
。"
nurture,,
oaf,,
obdurate,intransigent/fortitude,"Parts of the administration may be
changing but others have been obdurate defenders of the status quo.
政府的一些部门可能正在作出改变 ，
但是其他部门却执意维护现状 。"
obedient,,
obeisance,,"He made a deep obeisance to the
queen.
他向女王深深鞠了一躬 。"
obfuscate,obscure/mystify,"The writer often obfuscates the real
issues with petty details.
那作家常以细枝末节来混淆实质问题
。"
obligatory,,"It is obligatory for all employees to wear protective clothing.
所有员工必须穿防护服装 。"
obliging,,
oblique,,"Our laughter startled people at a
nearby table.During the time left to us, out glances were furtive,oblique.我们的笑声惊动了邻桌的人 ，接下来
我们的目光躲躲闪闪 ，游离不定。"
obliterate,,"There was time enough to obliterate
memories of how things once were for him.
时间足以抹去他对过去经历的记忆 。"
oblivious,,"He was oblivious of what was
happening.
他已经忘却发生什么事了 。"
obloquy,,"I have had enough obloquy for one lifetime.
我一辈子受够了诽谤 。"
obscure,anonymous/opaque/obfuscate,"The contracts are written in obscure language.
这些合同的语言晦涩难懂 。"
obsequious,sycophantic,"He looked at the two ladies with an
obsequious air.
他看着两位太太，满脸谄媚的神情."
observant,,
obsess,,
obsolete,outmoded/fusty,"With technological changes many
traditional skills have become obsolete.
随着技术的革新，许多传统技艺已被
淘汰。"
obstinate,,"The trader was obstinate in the negotiation.
这个商人在谈判中强拗固执 。"
obstreperous,,"Ms Chen finds it hard to manage a class of obstreperous  students.
面对一班吵闹的学生 ，陈老师感到难以管束。"
obstruct,,"A number of local people have been arrested for trying to obstruct lorries loaded with logs.
一些当地人因试图阻挡满载原木的卡车通行而被逮捕。"
obtrusive,conspicuous,"The sofa would be less obtrusive in
a paler color.
沙发的颜色再浅一点就不那么扎眼了
。"
obtuse,,"I've really been very obtuse and
stupid.
我实在笨得不可理喻 。"
obviate,,"This deferral would obviate pressure
on the rouble exchange rate.
这一延期将消除卢布汇率面临的压力
。"
occult,numinous,"The chaplain tingled with a weird, occult sensation of having experienced the identical situation before in some prior time or existence.
牧师心头猛地一动，出现了一种神秘古怪的感觉，好象从前某个时候曾经
经历过同样的情景似的 。"
odium,,
off-key,,"Moe was having fun banging the
drums and singing off-key.
莫自得其乐地一边敲着鼓 ，一边不成调地唱着歌。"
offbeat,,
offhand,,
officious,,"When people put on uniforms, their attitude becomes more confident and their manner more officious.
人们穿上制服后会信心倍增 ，也更爱管闲事了。"
offish,,"he was being offish with her.
他故意对她表现出冷漠 。"
ominous,inauspicious,"There was an ominous silence at the other end of the phone
电话那头出现了不祥的沉默 。"
omniscient,,
onerous,burdensome,"My household duties were not particularly onerous.
我的家务活并不繁重 。"
onset,,"Most of the passes have been
closed with the onset of winter.
随着冬天的来临，大多数的关卡都已
经关闭。"
opaque,obscure/inaccessible,"You can always use opaque glass if you need to block a street view.
如果你需要挡住外面的街景 ，你随时可以使用不透明玻璃 。"
opine,,
opportune,timely,"The timing of our statement is very
opportune.
我们发表声明选择的时机很恰当 。"
opprobrious,,
ordeal,,
orient,,
original,novel,"The original plan was to hold an indefinite stoppage.
最初的计划是无限期停工 。"
orthodox,,"They are orthodox jews.
他们是正统的犹太教徒 。"
oscillate,,"There have always been slight oscillations in world temperature.
全球气温一直在轻微波动 。"
ossify,,"It reckons that rationing would ossify
the farm industry
人们认为实行配给制会使农业僵化 。"
ostensible,,"The ostensible reason wasn’t the
real reason.
表面上的理由并不是真正的理由 。"
ostentatious,,"She's got a lovely way with language without ever sounding ostentatious.她的语言优美，丝毫无装腔作势之感
。"
ostracize,,
oust,expel/banish,"The rebels finally managed to oust the government from power.
反叛者最后总算推翻了政府 。"
outgrowth,,
outlandish,,"Grass's novels are peopled with
outlandish characters.
格拉斯的小说里都是些稀奇古怪的人物。"
outmaneuver,,
outmoded,unfashionable/obsolete/fusty,"Romania badly needs aid to
modernize its outmoded industries.
罗马尼亚迫切需要援助以对其过时的
产业进行现代化。"
outrageous,,
outset,,
outwit,,
overbearing,,"He's so overbearing that no one
wants to work for him.
他那么专横，没人愿为他工作。"
overlap,,
override,,"The chairman overrode the
committee's objections and signed the agreement.
主席不顾委员会的反对 ，径行签署了协议。"
overshadow,outlast/obscure,"Hester is overshadowed  by her
younger and more attractive sister.
赫斯特被她那更年轻而且更有魅力的
妹妹超越了。"
overt,,"There was little overt support for the
project.
对这个项目公开表示支持的很少 。"
overture,,
overweening,,
overwhelm,,"The army was overwhelmed by the rebels.
军队被叛乱者完全击败了 。"
overwrought,,"One overwrought member had to be
restrained by friends.
一位成员过于激动，朋友们不得不进行拦阻。"
oxymoron,,
pacify,,
padding,,
paean,,"The song is a paean to solitude and independence.
这首歌赞美孤寂和独立 。"
painstaking,meticulous,"They proved their theory by means
of painstaking research.
他们证明的理论是经过苦心研究得来
的。"
palatable,appetizing,"This dish is quite palatable.
这个菜非常鲜美可口 。"
palatial,,
palaver,,
pall,,
palliate,damp,"I shall never attempt to palliate my
own foibles by exposing the error of another.
我从不想暴露别人的错误 ,以图掩饰自
己的缺点。"
pallid,,
palmy,,
palpable,perceptible/material,"The tension in the room was almost palpable.
屋子里的紧张气氛几乎能感觉到 。"
palpitation,,
palter,,
paltry,meager/insufficient,"His influence on this matter is paltry .
他对这件事的影响是微不足道的 。"
pan,,"His first high-budget movie, called
'Brain Donors', was panned by the critics.
他的第一部高成本制作电影 《撞板三舞男》遭到恶评。"
panacea,remedy/cure-all,"Membership of the ERM is not a
panacea for Britain's economic problems.
加入欧洲汇率机制并不是解决英国经
济问题的万灵丹。"
panache,,"Her panache at dealing with the
world's media is quite astonishing.
她应付世界媒体的派头非常令人吃惊
。"
pandemic,,"They feared a new cholera pandemic.
他们担心一种新的霍乱流行病 。"
pandemonium,,"Pandemonium  broke out as they ran
into the street shouting.
他们叫嚷着冲到大街上 ，大街上顿时乱作一团。"
panegyric,,"He made a speech of panegyric.
他作了一个颂扬性的演讲 。"
panoramic,,
paradigm,model,"He had become the paradigm of the successful man.
他已经成为成功人士的典范 。"
paradise,,
paradox,,
paragon,model,"He wasn't the paragon of virtue she
had expected.
他不是她想象中的那种美德典范 。"
paramount,,"Nitrogen is of paramount importance
to life on earth.
氮对地球上的生命至关重要 。"
paranoid,,
paraphrase,,
